id,sentence1,sentence2,dm1,dm2
972,"when his recruits reached mittau, saxe had announced the confirmation of his election -formally to the polish primate, secretly, with all confidential details, to his father.","the match with anne had miscarried, if it had ever been seriously intended.","meantime,","however,"
973,"It hits hard, has the possibility of an instant kill, and is an ancient heirloom.",the next best thing isn't too bad.,"by comparison,","though,"
974,"Moreover, for example, the tension displaying unit may represent and display the tension as a virtual rubber cord or spring.","the tension displaying unit may display the tension, between the third base-point-content position and the first base-point-content position.",moreover,for example
985,"Myles Carter, another up-and-coming recruit with interest from Division I programs, added four points and 10 rebounds while Scott Kingsley chipped in 10 points.",it was clear that the mustangs were powered by law.,"in the end,","though,"
988,Everything seems to be working fine.,"this is mandatory, take a tar of your system to this external storage using:.","second,",and
990,He was the epitome of integrity and faithfulness.,his greatest contribution was just his godly example of a genuine follower of jesus in word and deed.,"in sum,",therefore
991,"Rokiskis residents generally express support for left wing parties (Social Democrats, Peasants Party, and to a lesser extent the Labor Party) in upcoming elections.",eligible voters display apathy towards politics and to their local candidates in particular.,"overall,","however,"
992,"indeed, memories of great battles here with manchester united and arsenal a decade or so ago remain vivid.",this was an afternoon that boasted more than atmosphere.,"ultimately,","though,"
997,With this power comes the corresponding responsibility to avoid the racial stereotypes and categorizations they decry.,attorney general eric holder's call for further discussion on race is not without merit.,"ultimately,","however,"
1003,"the newton's advanced ink technology was criticized and mocked for its initial inaccuracy, a problem apple largely corrected in its newton 2.0 release.",many were convinced that its ink recognition technology wasn't really feasible.,by then,"however,"
1004,"We have not, it is true, any right or power to interfere in such matters with other countries.","it has been urged, that, under a free commercial system, we may not only manufacture too much of one, but of all commodities demanded by foreigners.","still,","however,"
1013,Only to find that Kev has hardened ino a man who will deny love at all costs.,"attractive, seductive suitor has set his sights on win.","meantime,",and
1014,[0301] Exemplary polymeric reagents of the invention will now be discussed in further detail.,a polymeric reagent of formula iic in which a single electron altering group (r e1) is present includes both enantiomers and mixtures thereof.,"thus,",for example
1025,"The poverty of his boyhood was real, as was the almost accidental decision to pursue a military career, against the wishes of his family, especially his pacifist mother.",family had largely ceased to matter for ike.,by then,"however,"
1027,"I can't get him to stop smiling though, so he doesn't look too ferocious.",our strategy is working because you don't get thousands of points by playing one buddy buck at a time.,"clearly,","though,"
