"File Number","Explicit Connective","Arg1 Complete","Arg2 Complete","Explicit Sense1","Explicit Sense2"
"wsj_0044","by","But several teachers also say the incident casts doubt on the wisdom of evaluating teachers or schools","using standardized test scores.","Expansion.Manner.Arg2-as-manner",""
"wsj_0044","because","Mrs. Yeargin says she pleaded guilty","she realized it would no longer be possible to win reinstatement, and because she was afraid of further charges.","Contingency.Cause.Reason",""
"wsj_0044","and","Mrs. Yeargin says she pleaded guilty because she realized it would no longer be possible to win reinstatement,","because she was afraid of further charges.","Expansion.Conjunction",""
"wsj_0044","because","Mrs. Yeargin says she pleaded guilty because she realized it would no longer be possible to win reinstatement, and","she was afraid of further charges.","Contingency.Cause.Reason",""
"wsj_0045","but","Sales figures of the test-prep materials aren't known,","their reach into schools is significant.","Comparison.Concession.Arg2-as-denier",""
"wsj_0045","with","Macmillan/McGraw says ""well over 10 million"" of its Scoring High test-preparation books have been sold since their introduction 10 years ago,","most sales in the last five years.","Expansion.Level-of-detail.Arg2-as-detail",""
"wsj_0045","if","Because many of these subskills -- the symmetry of geometrical figures, metric measurement of volume, or pie and bar graphs, for example -- are only a small part of the total fifth-grade curriculum, Mr. Kaminski says, the preparation kits wouldn't replicate too many,","their real intent was general instruction or even general familiarization with test procedures.","Contingency.Condition.Arg2-as-cond",""
"wsj_0045","but","He said authors of Scoring High ""scrupulously avoid"" replicating exact questions,","he doesn't deny that some items are similar.","Comparison.Concession.Arg2-as-denier",""
"wsj_0045","because","In a 1985 advisory to educators, McGraw-Hill said Scoring High shouldn't be used","it represented a ""parallel form"" of the CAT and CTBS tests.","Contingency.Cause.Reason",""
"wsj_0047","because","But anti-abortionists oppose such research","they worry that the development of therapies using fetal-tissue transplants could lead to an increase in abortions.","Contingency.Cause.Reason",""
"wsj_0047","but","A majority of an NIH-appointed panel recommended late last year that the research continue under carefully controlled conditions,","the issue became embroiled in politics as anti-abortion groups continued to oppose federal funding.","Comparison.Concession.Arg2-as-denier",""
"wsj_0047","as","A majority of an NIH-appointed panel recommended late last year that the research continue under carefully controlled conditions, but the issue became embroiled in politics","anti-abortion groups continued to oppose federal funding.","Temporal.Synchronous","Contingency.Cause.Reason"
"wsj_0047","after","Several candidates have withdrawn their names from consideration","administration officials asked them for their views on abortion and fetal-tissue transplants.","Temporal.Asynchronous.Succession",""
"wsj_0047","by","Earlier this week, Dr. Sullivan tried to defuse these charges","stressing that candidates to head the NIH and the CDC will be judged by ""standards of scientific and administrative excellence,"" not politics.","Expansion.Manner.Arg2-as-manner",""
"wsj_0047","so that","""The disturbing thing about this abortion issue is that the debate has become polarized,","no mechanism exists"" for finding a middle ground.","Contingency.Cause.Result",""
"wsj_0047","or","""Such research may ultimately result in the ability to regenerate damaged tissues","to turn off genes that cause cancer"" or to regulate genes that cause Down's syndrome, the leading cause of mental retardation, according to an NIH summary.","Expansion.Disjunction",""
"wsj_0047","or","""Such research may ultimately result in the ability to regenerate damaged tissues or to turn off genes that cause cancer""","to regulate genes that cause Down's syndrome, the leading cause of mental retardation, according to an NIH summary.","Expansion.Disjunction",""
"wsj_0048","but","Rekindled hope that two New England states will allow broader interstate banking boosted Nasdaq's bank stocks,","the over-the-counter market was up only slightly in lackluster trading.","Comparison.Concession.Arg2-as-denier",""
"wsj_0048","when","The bank stocks got a boost","Connecticut Bank & Trust and Bank of New England said they no longer oppose pending legislation that would permit banks from other regions to merge with Connecticut and Massachusetts banks.","Temporal.Asynchronous.Succession","Contingency.Cause.Reason"
"wsj_0048","because","The stocks of banking concerns based in Massachusetts weren't helped much by the announcement, traders said,","many of those concerns have financial problems tied to their real-estate loan portfolios, making them unattractive takeover targets.","Contingency.Cause.Reason",""
"wsj_0048","because","Mr. Jennison said Northeast Bancorp also fared well","takeover stocks have returned to favor among investors.","Contingency.Cause.Reason",""
"wsj_0048","after","Valley Federal Savings & Loan, a California thrift issue, gained 1 to 4 1/4","reporting a third-quarter loss of $70.7 million after an $89.9 million pretax charge mostly related to its mobile home financing unit.","Temporal.Asynchronous.Succession",""
"wsj_0048","and","Weisfield's surged 6 3/4 to 55 1/2","Ratners Group's American depositary receipts, or ADRs, gained 5/8 to 12 1/4.","Expansion.Conjunction",""
"wsj_0049","and","""The IRS is asking lawyers to red-flag a criminal problem to the government,"" added Mr. Sonnett, a Miami lawyer who has heard from dozens of attorneys who received letters in recent days","has himself received the computer-generated IRS forms sent by certified mail.","Expansion.Conjunction",""
"wsj_0049","when","These individuals may not necessarily be under investigation","they hire lawyers.","Temporal.Synchronous",""
"wsj_0049","or","Michael Ross, a New York lawyer who heads the ABA's grand jury committee, said that lawyers are prohibited by the ABA's code of ethics from disclosing information about a client except where a court orders it","to prevent the client from committing a criminal act that could result in death.","Expansion.Disjunction",""
"wsj_0049","but","A spokesman for the IRS confirmed that ""there has been correspondence mailed about incomplete 8300s,""","he declined to say why the letters were sent to lawyers now.","Comparison.Concession.Arg2-as-denier",""
"wsj_0049","and","""A couple of my law clerks were going to pass me in three or four years,","I was afraid I was going to have to ask them for a loan,"" the judge quipped in an interview.","Expansion.Conjunction",""
"wsj_0049","and","You look around at professional ballplayers or accountants . . .","nobody blinks an eye.","Expansion.Conjunction",""
"wsj_0049","but","The judge declined to discuss his salary in detail,","said: ""I'm going to be a high-priced lawyer.""","Comparison.Concession.Arg2-as-denier",""
"wsj_0049","for","Cartoonist Garry Trudeau is suing the Writers Guild of America East for $11 million, alleging it mounted a ""campaign to harass and punish"" him","crossing a screenwriters' picket line.","Contingency.Cause.Reason",""
"wsj_0049","or","In addition to the damages, the suit seeks a court order preventing the guild from punishing","retaliating against Mr. Trudeau.","Expansion.Conjunction",""
"wsj_0049","and","The panel ruled that the restrictions don't violate the freedom of speech of health care providers","that the limits on counseling services don't violate the rights of pregnant women.","Expansion.Conjunction",""
"wsj_0049","after","Dallas District Judge Jack Hampton had sparked calls for a judicial inquiry with his remarks to the press last December,","sentencing an 18-year-old defendant to 30 years in state prison for killing two homosexual men in a city park.","Temporal.Asynchronous.Succession",""
"wsj_0049","and","The judge was quoted as referring to the victims as ""queers""","saying they wouldn't have been killed ""if they hadn't been cruising the streets picking up teenage boys.""","Expansion.Conjunction",""
