id,dm1,dm2,sentence1,sentence2,Explicit Sense1,Implicit Sense1
1093,and,then,"""The situation you want to avoid is having somebody not save anything","hope they'll be able to do it out of current income,"" he says.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
426,and,as a result,The Nikkei index was pressured down by profit-taking triggered by sharp advances made through this week,fell 151.20 points to 35527.29.,Expansion.Conjunction,Contingency.Cause.Result
494,and,then,"Exchange officials also point out that Hibor futures were designed for institutions and corporations, not for the type of small individual investors who were very active in Hang Seng index futures",defaulted in the 1987 crash.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
2403,"though,","in fact,",Harry didn't think so either.,"the gryffindor hadn't really thought of sex, or having a lover, just surviving another year.",,
2961,"second,",and,"In other words, remittances do not rise (nor decline) significantly after such human-made disasters.","in contrast, remittances to africa do seem to increase significantly after a natural disaster - even if these disasters are most often slow-onset disasters, such as drought.",,
2378,"ultimately,","however,",Coach (98) also makes recommendations about what to study or practice.,instruction is trainee-initiated.,,
2780,"interestingly,","however,",many flowering plants produce nectar and pollen as rewards in exchange for pollination services by insects and other animals.,a few plants have flowers that also produce heat metabolically--so what is the adaptive function of this flower heating?,,
275,and,then,"Mr. Phelan said that the Big Board has been trying to deal quietly with the issue, but that banning computer-assisted trading strategies entirely, as some investors want, would be like ""taking everybody out of an automobile","making them ride a horse.""",Expansion.Conjunction,Temporal.Asynchronous.Precedence
489,and,as a result,The pound likely will fall in coming days,"may trade as low as 2.60 marks within the next year, says Nigel Rendell, an international economist at James Capel & Co. in London.",Expansion.Conjunction,Contingency.Cause.Result
1446,and,so,"But we still hear him moaning at night because the Navy has a few ships left,","to satisfy him the Navy's sea lift forces were given to a new Air Force bureaucracy in Illinois, its space operations to another command in Colorado, the frogmen to a new Army bureaucracy in Fort Bragg, and the Navy's Indian Ocean and Persian Gulf forces to an Army bureaucracy in Florida.",Expansion.Conjunction,Contingency.Cause.Result
690,and,instead,"When the response to criticism is only a better explanation of policies without altering the reasons for the criticism, I am convinced that Mr. Kageyama has still failed to attack the root cause of the problem",is simply treating symptoms.,Expansion.Conjunction,Expansion.Substitution.Arg2-as-subst
1272,and,then,Atlantis lifted Galileo from the launch pad at 12:54 p.m. EDT,released the craft from its cargo bay about six hours later.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
2290,"in the end,","though,",- notre dame spent the season trying to rewrite history.,the fighting irish couldn't repeat the school's history of big upsets.,,
2177,by then,"however,","Before the end of that year, the unit merged with a similar unit previously based in Afghanistan and changed its name to Task Force 121.",some at the pentagon were sufficiently concerned about its methods to send a special investigator to iraq.,,
2053,"overall,","however,","""By hooking-up with Clear Channel, Google [would] instantly get a big footprint in terms of market share and advertisers.""",efficiency drives profit growth in the radio market as audiences continue to shrink.,,
1058,and,thus,"Guillermo Ortiz's Sept. 15 Americas column, ""Mexico's Been Bitten by the Privatization Bug,"" is a refreshingly clear statement of his government's commitment to privatization,",must be welcomed as such by all Americans who wish his country well.,Expansion.Conjunction,Contingency.Cause.Result
118,and,so,"The ultimate goal of any investor is a profit motive,",regulators should not concern themselves with whether investors are sufficiently focused on the long term.,Expansion.Conjunction,Contingency.Cause.Result
1933,"eventually,","however,","So far, no one-daring or foolish-has tried.",such questions will have to be faced.,,
1596,and,then,"Asked whether Friday's action could help him avoid being Trumped by the New York real estate magnate, Mr. Crandall smiled broadly","said: ""No comment.""",Expansion.Conjunction,Temporal.Asynchronous.Precedence
281,and,so,"By October, however, market conditions had deteriorated",the reset notes were targeted to be offered at a yield of between 13 1/4% and 13 1/2%.,Expansion.Conjunction,Contingency.Cause.Result
1451,and,then,One night both Marshall's ghost and the shah's ghost together caught Cap,threw him to the ground.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
2307,"though,",and,Awarded fi.,"they have no hijackings, you get through in an instant.",,
1926,"overall,","though,","even with a 15% threshold with this years rules, clinton lost a district in dc by getting less than 15%, and obama lost cd-5 in ky by an almost 10-1 margin.","it wouldn't have made much difference except in dc (clinton would not have received 3 delegates, and she also would have lost all 6 from hawai'i she received).",,
1113,and,therefore,"An Olivetti spokesman said the company's factories are already beginning to produce the machine,",that it should be available in Europe by December.,Expansion.Conjunction,Contingency.Cause.Result
2011,"now,","though,","In the past, the company's blog says, UPS package cars were ""built like tanks"" because they were kept in service for decades.",the company is changing its mindset.,,
1557,and,then,"The maker of home appliances said the process, which involves the use of a multilayer plastic bag during repairs to capture the gaseous substance","transport it to a recycling center, is already in use at a number of its service centers, and will be available to all authorized repair centers by spring.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
2683,"or,",and,"It is also possible that the Liberal Democrats would give Cameron tacit support, with some conditions.","gordon brown would hate me for saying this, they might agree to support labour - if labour chooses a new leader.",,
304,and,at the same time,"""I spent so much money that if I look at it,","I'm not on it, I feel guilty.""",Expansion.Conjunction,Temporal.Synchronous
1812,"eventually,","however,",That's part of Solo's legacy.,there will come a moment when solo has to protect the net from an opposing threat.,,
2073,"fortunately,","however,",He sadly died before he could properly work on them.,"his collection of over 5,000 turkish fossils is now stored safely in the naturalis museum in the netherlands.",,
1323,and,thus,Mr. Taylor's overwhelming victory against Republican Tom Anderson reclaims a seat the Republicans had held for 17 years,gives the Democrats their fifth victory in the seven special House elections held this year.,Expansion.Conjunction,Contingency.Cause.Result
