,sentence1,sentence2,dm1,dm2
194,"Periodically, the FRELIMO stronghold would receive national updates about the war from radio broadcasts that would provide some hope.",all anyone was trying to do was survive the present day and all its hurdles.,"ultimately,","however,"
195,The last thing they wanted was to call into existence a federal government that would end up putting them under the same yoke as their government had done prior to 1776.,"americans acceded to the constitution, in large part for two reasons.","ultimately,","however,"
196,Do you have any figures?,could it be true that property prices operate in a bubble which has little firm basis in the real world?,"ultimately,","though,"
197,"The Sixth Amendment guarantees criminal defendants the right to a trial ""by an impartial jury. """,impartiality is one concern addressed by the amendment.,"obviously,","then,"
198,"As a spiritual experience, his book is almost unrivalled at least for me.","too, i do not swear by every word that is to be found in so many editions published as the ramayana of tulsidas.",and,"then,"
199,"Thus, a subject is increasingly considered at risk if the subject has a GFR which is chronically less than about 30, 20 or 10 ml/min.","a biopsy may reveal a decrease in the density of functional nephrons, or imaging with filtered agents may indicate losses of functional renal tissue and/or filtering capacity.","thus,",for example
200,"I mean, I got an entire year's worth of titles from the BR thread alone, and it'd be great if the same thing were to happen for movies.","i don't think it'd be practical to have a single post per movie, because there're just too many of those around.","now,","obviously,"
201,"therefore, just as in marriage or parenthood, you must be willing to be somewhat flexible and sincerely committed to responding, responsibly, to deviations from your expectations.","while doing some research on weight pulling, i came across a great, practical, primer/warning, by amy gerson, on what life with dogs can be like.",and,"finally,"
202,"Mustafa Qadri: Yeah, no, it's a good point.","we have not received any information, really, from the u.s. authorities about this case.","so,","in short,"
203,"""By hooking-up with Clear Channel, Google [would] instantly get a big footprint in terms of market share and advertisers.""",efficiency drives profit growth in the radio market as audiences continue to shrink.,"overall,","however,"
204,"Second, in PR, as well as in the disarmament movement, we see him drawn to political work that has the potential for broad appeal across various ideological lines.","this follows from the first two observations, my father's political work was always driven by an idealistic yearning for radical social transformation.","third,",and
205,"It is very balanced in its handling of the acrimonious breakup of the band, not taking sides and to a large extent letting the protagonists speak very much for themselves.","it fleshes out the lesser known members, richard wright and nick mason, and gives a greater appreciation of how essential each member was to the band.","finally,","also,"
206,"That way, she can pelt Mike with small pebbles whenever she feels like it.",i think this actually reflects how lucy and mike became friends.,"still,","though,"
