File Number,Explicit Connective,Implicit Connective,Arg1 Complete,Arg2 Complete,Explicit Sense1,Implicit Sense1
wsj_2330,and,thus,There also are recurring reports that the Soviet Union is having difficulties with its oil exports and that Nigeria has about reached its production limit,can't produce as much as it could sell.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0101,and,as a result,"The agreement on Poland contrasts with the major differences remaining over the underlying foreign aid bill, which has already provoked veto threats by the White House",is sharply confined under this year's budget.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0045,and,then,"""It's as if France decided to give only French history questions to students in a European history class,","when everybody aces the test, they say their kids are good in European history,"" says John Cannell, an Albuquerque, N.M., psychiatrist and founder of an educational research organization, Friends for Education, which has studied standardized testing.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_2378,and,subsequently,"In academia, a so-called Friday the 13th effect has been set up",shot down by different professors.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0129,and,thus,The concept's goal was to eliminate bureaucracy,make Ford's product development more responsive to consumer demands.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1131,and,then,Credit policy should separate these two competing objectives,eliminate aspects that provide the subsidy.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1122,without,but,Seattle's license fees for adult peep shows vary from those for other coin-operated amusements,"serving a substantial government interest and are unconstitutional, the ninth-circuit appeals court holds for Acorn Investments Inc.",Expansion.Manner.Arg2-as-manner,Comparison.Concession.Arg2-as-denier
wsj_1544,and,therefore,"Earlier this year, Cordis, a maker of medical devices, agreed to plead guilty to felony and misdemeanor charges related to the pacemakers",to pay the government about $5.7 million in fines and other costs.,Expansion.Conjunction,Contingency.Cause.Result
wsj_2252,and,accordingly,Those two offers were private,the spokesman refused to identify the bidding companies.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1299,and,thus,"An administration official confirmed last week that Mr. Simmons, the chairman of Valley National Bank in Phoenix, is the Republican appointee,",that a security clearance was under way.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0186,and,as a result,"Instead of 50/50 it became, on paper only, two-thirds Mariotta, one-third Neuberger,",they were in the program and off to the races.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0361,and,because of that,"Nearly two months after saying it had been the victim of widespread fraud, MiniScribe Corp. disclosed it had a negative net worth of $88 million as of July 2",hinted that it might be forced to file for protection under bankruptcy laws.,Expansion.Conjunction,Contingency.Cause.Result
wsj_2320,and,as a result,"But the product, which wasn't as concentrated as the new Cheer, bombed in a market test in Denver",was dropped.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1612,and,therefore,"Society Corp. already has branches in the area,","selling the Trustcorp offices could avoid a problem with regulators over excessive concentration of banking in the two counties after the merger of Trustcorp into Society, according to industry sources.",Expansion.Conjunction,Contingency.Cause.Result
wsj_0453,and,in contrast,"Still, he says that only a few of the quake-related campaigns have been ""tasteless""","that ""the majority have been truly beneficial to the people who need the help.",Expansion.Conjunction,Comparison.Contrast
wsj_0819,and,then,"Meanwhile, the Duke, who set the original scheme in motion, appears on the scene disguised as a friar",becomes involved in a series of intrigues that has everyone fearing the worst possible outcome until the Duke arranges a last minute reprieve for all concerned.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1105,without,but,"In what amounts to an admission that the transition hasn't gone as smoothly as Sears had hoped, the giant retailer is now trying new ways to drum up business",appearing to abandon its seven-month-old strategy.,Expansion.Manner.Arg2-as-manner,Comparison.Concession.Arg2-as-denier
wsj_2306,and,as a result,But she expects prices to rebound soon,is telling investors she expects the stock market won't decline more than 10% to 15% from recent highs.,Expansion.Conjunction,Contingency.Cause.Result
wsj_2041,and,as a result,"Mrs. Gandhi had been assassinated by separatist Sikhs,",many Indians feared their country might split apart.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1918,but,instead,"Company officials and union representatives didn't meet face to face,",the mediator shuttled between the two groups.,Comparison.Concession.Arg2-as-denier,Expansion.Substitution.Arg2-as-subst
wsj_2454,and,as a result,"Under the laws of the land, the ANC remains an illegal organization,","its headquarters are still in Lusaka, Zambia.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1778,and,as a result,I felt the temblor begin,"glanced at the table next to mine, smiled that guilty smile and we both mouthed the words, ""Earth-quake!"" together.",Expansion.Conjunction,Contingency.Cause.Result
wsj_0664,and,thereby,"""I expect to see some selling, but will they kill this one as they have every rally in the recent past"" by selling",locking in prices for their production?,Expansion.Conjunction,Expansion.Manner.Arg1-as-manner
wsj_0508,and,therefore,"Of course these turf battles are unseemly, wasteful and potentially dangerous","should be resolved in the interest of national security, but Mr. Lehman seems to be part of the problem rather than part of the answer.",Expansion.Conjunction,Contingency.Cause.Result
wsj_0445,and,as a result,"IBM established its standard to try to stop falling behind upstart Apple Computer, but NEC was ahead from the start",didn't need to invite in competitive allies.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1574,and,therefore,"But ""term"" means just that; the policy is written for a specific time period only",must be renewed when it expires.,Expansion.Conjunction,Contingency.Cause.Result
wsj_2142,and,in other words,"As stocks rose, in fact, some investors changed course",reversed their sell orders.,Expansion.Conjunction,Expansion.Equivalence
wsj_1795,but,instead,"But the main lesson of economic policy in the past 30 years is that if the Fed compromises with the price-stability objective in the pursuit of these other goals, the result is not high employment and rapid growth",is inflation.,Comparison.Concession.Arg2-as-denier,Expansion.Substitution.Arg2-as-subst
wsj_1927,and,then,"Mr. Bork's opponents chose the battlefield, held it",kept it.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1131,and,thus,"But it would also encourage lenders to choose more creditworthy customers,",go a long way toward reducing defaults.,Expansion.Conjunction,Contingency.Cause.Result
wsj_2256,and,in contrast,"The dollar also rebounded, while bond prices plummeted",Treasury bill rates soared.,Expansion.Conjunction,Comparison.Contrast
wsj_1103,and,as a result,"Mr. Kriz noted that Boston Safe Deposit ""has taken some actions to better control asset-liability management and improve controls in general,","we think these will serve to improve credit quality.""",Expansion.Conjunction,Contingency.Cause.Result
wsj_0444,and,instead,But interest waned as the day wore on,investors looked ahead to the release later this week of two important economic reports.,Expansion.Conjunction,Expansion.Substitution.Arg2-as-subst
wsj_1377,and,as a result,"""There's more noise out there,","the consumer may have to work harder to cut through it,"" says Vincent P. Barabba, executive director of market research and planning at General Motors Corp.",Expansion.Conjunction,Contingency.Cause+Belief.Result+Belief
wsj_0430,and,as a result,"At stake was an $80,000 settlement involving who should pay what share of cleanup costs at the site of a former gas station, where underground fuel tanks had leaked",contaminated the soil.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1831,and,then,"When she isn't performing for an audience, she prepares for a song by removing the wad of gum from her mouth,",indicates that she's finished by sticking the gum back in.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_2113,and,as a result,Mr. Paul says that he has feelers out over much of the globe,that potential buyers from as far away as Japan and Italy have examined the collection.,Expansion.Conjunction,Contingency.Cause.Result
wsj_2113,and,so,"(Trouble is, Mr. Bond has yet to pay up,","until he does, Sotheby's has the painting under lock and key.)",Expansion.Conjunction,Contingency.Cause.Result
wsj_0192,and,yet,"At St. Louis, the water level of the Mississippi River is already 6.5 feet below normal","it could drop an additional 2.5 feet when the flow of the Missouri River is slowed, an Army Corps spokesman said.",Expansion.Conjunction,Comparison.Contrast
wsj_0034,and,as part of that,Financial planners often urge investors to diversify,to hold a smattering of international securities.,Expansion.Conjunction,Expansion.Instantiation.Arg2-as-instance
wsj_0198,and,yet,"Moreover, they said the first appropriations bill passed 200 years ago covered many different items,",there was no discussion of a line-item veto.,Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
wsj_1006,and,as a result,"Analysts are skeptical Provigo will be able to sell the non-food businesses as a group for at least book value,",are expecting write-downs.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0317,and,as a result,"The analysts argued that Georgia-Pacific's offer, the first hostile bid ever among major players in the paper industry, ends the unwritten taboo on hostile bids,",will push managements to look closely at the industry's several attractive takeover candidates.,Expansion.Conjunction,Contingency.Cause.Result
